,CNPJ_basico,razao_social,Data início_atividade,Situação Cadastral,Data início_atividade,porte_da_empresa,End_comp,lat,lng,bairro_name,bairro_GID
510,11989520,IGREJA DE CRISTO MIN. APOSTOLICO NOVA TERRA,20090330.0,2.0,20090330.0,5.0,"RUA JOAO CORDEIRO, 2071, , ALDEOTA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.738418899999999,-38.5172212,Aldeota,2
511,12002819,MINISTERIO PENTECOSTAL PROVIDENCIA DE DEUS,20100423.0,2.0,20100423.0,5.0,"AVENIDA JOSE MOREIRA REBOUCAS, 1734, LETRA A, VILA VELHA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7100452,-38.6008325,Vila Velha,39
512,12033275,JESUS CRISTO E O SALVADOR IGREJA MUNDIAL GUERREIROS DA LUZ,20100428.0,4.0,20100428.0,5.0,"AVENIDA JARDIM FLUMINENSE, 1109, , PARQUE SANTA ROSA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.821934299999999,-38.5940915,Parque Santa Rosa,87
513,12056722,IGREJA PENTECOSTAL O SENHOR E A NOSSA JUSTICA,20100525.0,2.0,20100525.0,5.0,"RUA ZUMBI, 171,       CONJUNTO POR DO SOL, COACU, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.849538,-38.4748895,Coaçu,55
514,12067463,A NOVA IGREJA PENTECOSTAL EM JANGURUSSU,20100601.0,2.0,20100601.0,5.0,"RUA BOA ESPERANCA, 374, , PASSARE, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8267607,-38.5303543,Passaré,88
515,12096220,IGREJA ASSEMBLEIA DE DEUS VIVENDO COM CRISTO,20100601.0,4.0,20100601.0,5.0,"RUA ABEL GARCIA, 175, CASA  A, FATIMA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7674204,-38.53503,Vila União,109
516,12141510,IGREJA BATISTA EM VILA UNIAO,20100520.0,4.0,20100520.0,5.0,"RUA LINEU JUCA, 305, , VILA UNIAO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.768657,-38.5340209,Vila União,109
517,12141596,IGREJA SILOE DE DEUS FONTE GERADORORA DE VIDA,20081008.0,4.0,20081008.0,5.0,"RUA DOUTOR RAIMUNDO MAIA, 701, , ITAPEY, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8140383,-38.5641405,Mondubim,83
518,12141618,IGREJA PENTECOSTAL DEUS E MAIOR,20100602.0,4.0,20100602.0,5.0,"RUA CARLOS AUGUSTO, 73, , PARQUE GENIBAU, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7645681,-38.5971535,Genibaú,44
519,12163041,IGREJA PENTECOSTAL JESUS E VITORIA,20100602.0,8.0,20100602.0,5.0,"RUA TAUBATE, 1180, , GRANJA PORTUGAL, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7836733,-38.5994909,Granja Portugal,79
520,12209048,IGREJA EVANGELICA ASSEMBLEIA DE DEUS COLUNA DE BETEL,20100329.0,4.0,20100329.0,5.0,"RUA SANTA MARIA DO JARY, 1145, , SIQUEIRA II, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.790410699999999,-38.5921461,Granja Portugal,79
521,12214831,MINISTERIO TEMPLO DA PAZ DA ASSEMBLEIA DE DEUS NO BRASIL,20100416.0,4.0,20100416.0,5.0,"RUA SANTA ROSALIA, 77, , MESSEJANA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8334883,-38.4996231,Messejana,65
522,12216614,ASSOCIACAO ASSUMPTA EST,20100519.0,2.0,20100519.0,5.0,"RUA PADRE AMBROSIO MACHADO, 391, , PARREAO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7611669,-38.5391156,Parreão,30
523,12235733,IGREJA CRISTA GILEADE DA LAGOA REDONDA,20100624.0,4.0,20100624.0,5.0,"AVENIDA PROFESSOR JOSE ARTUR DE CARVALHO, 1331, , LAGOA REDONDA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8269022,-38.4673726,Lagoa Redonda,63
524,12236815,CENACULO PENTECOSTAL JESUS ESTA VOLTANDO,20100622.0,2.0,20100622.0,5.0,"RUA SAO TEMOTEO, 1230, , CANINDEZINHO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.803509,-38.596041,Canindezinho,74
525,12237978,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MORADA DO ALTISSIMO,20100607.0,4.0,20100607.0,5.0,"TRAVESSA GENOVA, 178, , PARQUE GENIBAU, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7679816,-38.5951958,Genibaú,44
526,12238055,IGREJA BATISTA VIDA NOVA,20100604.0,4.0,20100604.0,5.0,"RUA 08, 35,       ESQ/RUA 05                LOT SANTIAGO              DE COMPOSTELLA, PASSARE, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",42.8782132,-8.5448445,Não identificado,Não identificado
527,12291319,IGREJA EVANGELICA PENTECOSTAL PESCADORES PARA JESUS CRISTO,20100709.0,4.0,20100709.0,5.0,"AVENIDA HUMBERTO MONTE, 866, , BELA VISTA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7510558,-38.5588168,Rodolfo Teófilo,34
528,12314496,MINISTERIO MUNDIAL DO REINO DE DEUS,20100302.0,2.0,20100302.0,5.0,"AVENIDA PRES COSTA E SILVA, 5553, , JANGURUSSU, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8284225,-38.530252,Passaré,88
529,12334018,IGREJA CRISTA FAMILIA E LOUVOR,20100727.0,2.0,20100727.0,5.0,"RUA NEREU RAMOS, 196, , PARANGABA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7864937,-38.5686839,Parangaba,105
530,12349219,IGREJA CRISTA ASSEMBLEIA DE DEUS EL SHADAI,20100802.0,2.0,20100802.0,5.0,"AVENIDA FRANCISCO SA, 2036, , JACARECANGA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7216511,-38.543629,Jacarecanga,18
531,12349219,IGREJA CRISTA ASSEMBLEIA DE DEUS EL SHADAI,20181219.0,2.0,20181219.0,5.0,"AVENIDA IMPERADOR, 1040, , CENTRO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7302171,-38.53563339999999,Centro,10
532,12370537,ASSEMBLEIA DE DEUS NOVO DIA ESTADO DO CEARA,20101006.0,4.0,20101006.0,5.0,"RUA SAO FRANCISCO DO JARDIM, 513, , BOM JARDIM, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7987987,-38.60118,Bom Jardim,72
533,12373147,A COMUNIDADE CRISTA DJESUS,20100729.0,4.0,20100729.0,5.0,"RUA NOSSA SENHORA DA CONCEICAO, 60, , VIAL VELHA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-20.3518079,-40.3079697,Não identificado,Não identificado
534,12375620,IGREJA EVANGELICA ASSEMBLEIA DE DEUS - ROSA DE SAROM,20100806.0,2.0,20100806.0,5.0,"AVENIDA DOLOR BARREIRA, 275, , VICENTE PIZON, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7268678,-38.4735459,Vicente Pinzón,37
535,12383209,MINISTERIOS IN CRISTO,20100803.0,2.0,20100803.0,5.0,"AVENIDA PASTEUR, 431, , CRITO REDENTOR, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7327177,-38.5269947,Centro,10
536,12387150,IGREJA EVANGELICA ASSEMBLEIA DE DEUS KERYGMA,20100810.0,2.0,20100810.0,5.0,"RUA IBERICA, 373, , SIQUEIRA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.821817899999999,-38.6244121,Não identificado,Não identificado
537,12401090,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO HOREBE,20100730.0,4.0,20100730.0,5.0,"RUA DA BANDEIRA, 110, , JARDIM JATOBA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8117708,-38.6300811,Não identificado,Não identificado
538,12402259,IGREJA EVANGELICA ASSEMBLEIA DE DEUS - MINISTERIO UNIDOS EM CRISTO,20100723.0,4.0,20100723.0,5.0,"RUA VISTA PARA O MAR, 923, , VICENTE PINZON, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.725602,-38.4689227,Vicente Pinzón,37
539,12407121,IGREJA PENTECOSTAL MINISTERIO A LUZ DO MUNDO,20100818.0,4.0,20100818.0,5.0,"RUA SANTA LIDUINA, 79 C, , VILA MANOEL SATIRO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.798627,-38.5849871,Manoel Sátiro,81
540,12420233,COMUNIDADE FAMILIA VIVA-CAPELA SANTISSIMA TRINDADE,20100819.0,4.0,20100819.0,5.0,"AVENIDA DIONISIO LEONEL ALENCAR, 2060, , JANGURUSSU, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8526945,-38.5054599,Jangurussu,61
541,12431190,IGREJA ASSEMBLEIA DE DEUS KADOSHI,20100610.0,4.0,20100610.0,5.0,"AVENIDA TENENTE LISBOA, 1288, , JACARECANGA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.717854,-38.5471574,Jacarecanga,18
542,12438050,IGREJA MISSAO EVANGELICA RESGATAI,20100810.0,2.0,20100810.0,5.0,"RUA LUCAS PINTO, 40, , CRISTO REDENTOR, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7118182,-38.5581854,Carlito Pamplona,9
543,12439839,IGREJA EVANGELICA ASSEMBLEIA DE DEUS - REVIVER,20100823.0,4.0,20100823.0,5.0,"RUA SIMAO SANTOS, 307, , PARQUE ITAMARATY, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8615314,-38.4929381,Paupina,68
544,12445671,IGREJA PENTECOSTAL DO AVIVAMENTO,20100817.0,4.0,20100817.0,5.0,"AVENIDA PRESISENTE ARTUR BERNARDES, 465, , EDSON QUEIROZ, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7725741,-38.4732669,Edson Queiroz,57
545,12487905,IGREJA EVANGELICA ASSEMBLEIA DE DEUS FILHO DO DEUS VIVO,20100827.0,4.0,20100827.0,5.0,"RUA  DOS HOLANDESES, 068, , BARRA DO CEARA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7001187,-38.5800769,Barra do Ceará,6
546,12497306,INSTITUTO FAMILIARIS CONSORTIO,20100809.0,4.0,20100809.0,5.0,"RUA VALDETARIO MOTA, 862, SALA  06, PAPICU, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7370103,-38.4809472,Papicu,27
547,12543147,COMUNIDADE CRISTA NOVO APASCENTAR,20100830.0,4.0,20100830.0,5.0,"RUA PADRE GUERRA, 146,       A, PARQUELANDIA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7362226,-38.5452291,Parque Araxá,28
548,12564064,IGREJA CRISTA GILEADE VARJOTA,20100913.0,4.0,20100913.0,5.0,"RUA REPUBLICA DO LIBANO, 1303, , VARJOTA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7335235,-38.4875999,Varjota,36
549,12569416,IGREJA DEUS ESTA NESTE LUGAR,20100816.0,4.0,20100816.0,5.0,"RUA SAO GERARDO, 38, , VICENTE PINZON, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.710680699999999,-38.4670567,Cais do Porto,110
550,12581092,CENTRO ESPIRITA-CRISTAO A CAMINHO DO PORVIR,20100825.0,8.0,20100825.0,5.0,"RUA CONEGO MOURAO, 140, APT   205 BLOCO A, PARANGABA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7806231,-38.5666003,Parangaba,105
551,12612513,IGREJA PENTECOSTAL COLUNA DE FOGO O AMOR DE DEUS,20100715.0,4.0,20100715.0,5.0,"RUA C, 176, , PARQUE SANTA FILOMENA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-16.722963,-49.2862144,Não identificado,Não identificado
552,12634110,IGREJA EVANGELICA ASSEMBLEIA DE DEUS - MINISTERIO NACAO EM CRISTO,20150511.0,2.0,20150511.0,5.0,"RUA OSVALDO FIGUEIREDO, 154, , MONTE CASTELO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.724127699999999,-38.5552393,Monte Castelo,25
553,12634110,IGREJA EVANGELICA ASSEMBLEIA DE DEUS - MINISTERIO NACAO EM CRISTO,20100924.0,2.0,20100924.0,5.0,"RUA MAJOR VERISSIMO, 154, , ELLERY, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7203408,-38.5633538,Ellery,38
554,12740470,ECLESIA OGDOADICA - TEMPLO DE HERMES,20101014.0,8.0,20101014.0,5.0,"RUA EUSEBIO DE QUEIROS, 1002, , MONTESE, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.764816,-38.5525318,Montese,103
555,12741548,IGREJA PENTECOSTAL ESTAO PERDOADOS SEUS PECADOS,20101008.0,2.0,20101008.0,5.0,"RUA ESTRADA DO PICI, 501, , JOAO XXIII, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7692019,-38.5755012,Jóquei Clube,101
556,12750129,IGREJA PENTECOSTAL NOVA ALIANCA COM CRISTO,20100303.0,2.0,20100303.0,5.0,"RUA 24 DE OUTUBRO, 1375, , GENIBAU, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7580735,-38.6037769,Genibaú,44
557,12750640,COMUNIDADE EVANGELICA RESPLENDOR DE CRISTO,20101021.0,2.0,20101021.0,5.0,"RUA JOAO CORDEIRO, 2676, , JOAQUIM TAVORA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.743791399999999,-38.51916970000001,Joaquim Távora,22
558,12751929,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO LIBERDADE E PAZ,20100624.0,2.0,20100624.0,5.0,"RUA MARCELINO DE SOUSA, 995,       CJ JARDIM UNIAO II, PASSARE, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8106372,-38.5438649,Passaré,88
559,12751929,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO LIBERDADE E PAZ,20100624.0,2.0,20100624.0,5.0,"RUA MARCELINO DE SOUSA, 995,       CJ JARDIM UNIAO II, PASSARE, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8138206,-38.5363148,Passaré,88
560,12751929,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO LIBERDADE E PAZ,20170413.0,2.0,20170413.0,5.0,"RUA OSCAR BRESSANE, 50, , BOM JARDIM, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.794706,-38.6013995,Bom Jardim,72
561,12753151,ASSEMBLEIA DE DEUS PENTECOSTAL - ROSA DOS LIRIOS,20101013.0,2.0,20101013.0,5.0,"RUA EMILIA GONCALVES, 949, , QUINTINO CUNHA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.731181399999999,-38.5934586,Olavo Oliveira,119
562,12762245,IGREJA ASSEMBLEIA DE DEUS JESUS CRISTO E FIEL,20100914.0,2.0,20100914.0,5.0,"RUA DINAJA SEVERO, 1880, , JARDIM JATOBA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8094696,-38.6281218,Siqueira,90
563,12766587,CASA DE ORACAO PENTECOSTAL PARA TODA NACAO,20100407.0,4.0,20100407.0,5.0,"RUA SENADOR ROBERT KENNEDY, 103, , BARRA DO CEARA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.6998683,-38.5769103,Barra do Ceará,6
564,12796263,COMUNIDADE CATOLICA MARIANA ALIANCA DE PAZ,20101013.0,2.0,20101013.0,5.0,"RUA JOSE BARCELOS, 415, , PARQUE ARAXA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7355466,-38.5503164,Parque Araxá,28
565,12797226,IGREJA EVANGELICA ASSEMBLEIA DE DEUS NOVA ALIANCA,20101019.0,2.0,20101019.0,5.0,"RUA PEDRO CARDONIO UCHOA, 150, , BOM SUCESSO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.7912497,-38.5899655,Bonsucesso,73
566,12803373,ASSEMBLEIA DE DEUS ETERNA ALIANCA,20101025.0,4.0,20101025.0,5.0,"RUA MARIA DE JESUS, 50, , CANINDEZINHO, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-3.8042562,-38.6048615,Siqueira,90
567,12808252,MINISTERIO PENTECOSTAL MONTE DA VITORIA,20101022.0,4.0,20101022.0,5.0,"RUA RAIMUNDO GOMES, 447, , JARDIM GUANABARA, 170     60750350.0
191     60851220.0
364     60521102.0
366     60813730.0
433     60341515.0
           ...    
1246    60184180.0
1247    60721340.0
1248    60455472.0
1249    60843020.0
1250    60120002.0
Name: CEP, Length: 2728, dtype: float64, Fortaleza - CE",-19.8257539,-43.93650179999999,Não identificado,Não identificado
