,Unnamed: 0,inscricao,razao_social,end,categoria,lat_gMaps,lng_gMaps,bairro_gMaps,bairro_name,bairro_GID
162,163,237340-8,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  PEDRO MELO (ANTONIO BEZERRA) 757  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360220,Outras religiosidades,-37.443.284,-385.916.365,Antônio Bezerra,Antônio Bezerra,40
163,164,18965-0,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  NOGUEIRA ACIOLI 435  CENTRO FORTALEZA - CE CEP:60110140,Outras religiosidades,-37.276.933,-385.160.668,Centro,Centro,10
164,165,10745-0,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  CARVALHO MOTA 485  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430760,Outras religiosidades,-3.739.226.199.999.990,-385.442.034,Rodolfo Teófilo,Rodolfo Teófilo,34
165,166,572297-7,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  NOGUEIRA ACIOLI 349  ALTOS CENTRO FORTALEZA - CE CEP:60110140,Outras religiosidades,-3.726.978,-385.158.742,Centro,Centro,10
166,167,608312-9,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,AV  L (CONJ. PREF. JOSE WALTER) 1070  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750110,Outras religiosidades,-3.833.149.999.999.990,-38.558.201,Prefeito José Walter,Prefeito José Walter,89
167,168,24555-0,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  JOAO CORDEIRO 2379  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110535,Outras religiosidades,-3.741.309,-385.181.037,Aldeota,Joaquim Távora,22
168,169,372233-3,ASSOCIACAO BIBLICA E CULTURAL NOVA ORDEM DE DEUS,R  ALCIDES GERARDO 700  CONJUNTO PALMEIRAS FORTALEZA - CE CEP:60870200,Outras religiosidades,-38.431.052,-385.292.759,Conjunto Palmeiras,Conjunto Palmeiras,117
169,170,309320-4,ASSOCIACAO BIBLICA E CULTURAL NOVO MUNDO DE PAZ,R  ANTONIO IVO 251  HENRIQUE JORGE FORTALEZA - CE CEP:60521025,Outras religiosidades,-37.584.519,-385.802.171,Henrique Jorge,Henrique Jorge,45
172,173,168600-3,ASSOCIACAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,R  GERMANO FRANCK 567  PARANGABA FORTALEZA - CE CEP:60740020,Católica Apostólica Romana,-37.776.693,-385.614.129,Parangaba,Parangaba,105
173,174,604493-0,ASSOCIACAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,R  CAIO PRADO 100  PARANGABA FORTALEZA - CE CEP:60720040,Católica Apostólica Romana,-37.740.742,-3.856.292.029.999.990,Parangaba,Parangaba,105
175,177,259428-5,ASSOCIACAO CATOLICA DE EVANGELIZACAO MARIA PORTA DO CEU,R CEL MANUEL ALBANO 299  Q015 MONDUBIM FORTALEZA - CE CEP:60711465,Católica Apostólica Romana,-38.072.954,-385.678.729,Mondubim,Mondubim,83
177,179,33984-9,ASSOCIACAO DA IGREJA METODISTA,AV VIS DO RIO BRANCO 3545  JOAQUIM TÁVORA FORTALEZA - CE CEP:60055172,Evangélicas,-3.752.155.799.999.990,-385.204.227,Joaquim Távora (Fortaleza),Joaquim Távora,22
182,184,18664-3,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,R  RODRIGUES JUNIOR 268  CENTRO FORTALEZA - CE CEP:60060000,Católica Apostólica Romana,-37.271.777,-385.195.792,Centro,Centro,10
183,185,67127-4,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  FRANCISCO SA 1833  C JACARECANGA FORTALEZA - CE CEP:60010450,Católica Apostólica Romana,-3.722.499,-38.542.189,Jacarecanga,Jacarecanga,18
184,186,185282-5,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  ZEZE DIOGO 1110  CAIS DO PORTO FORTALEZA - CE CEP:60180012,Católica Apostólica Romana,-3.716.797,-384.650.723,Cais do Porto,Cais do Porto,110
185,187,270474-9,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV FRE CIRILO 4241  MESSEJANA FORTALEZA - CE CEP:60840285,Católica Apostólica Romana,-38.210.832,-384.955.386,Messejana,Messejana,65
186,188,301525-4,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,R  PAULO SETUBAL 350  MESSEJANA FORTALEZA - CE CEP:60842250,Católica Apostólica Romana,-38.208.624,-384.986.966,Messejana,Messejana,65
187,189,66407-3,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,R COS ESTELITA 500  CENTRO FORTALEZA - CE CEP:60010260,Católica Apostólica Romana,-37.254.237,-385.397.581,Centro,Centro,10
188,190,185287-6,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  ZEZE DIOGO 1195  CAIS DO PORTO FORTALEZA - CE CEP:60180012,Católica Apostólica Romana,-37.177.141,-384.642.909,Cais do Porto,Cais do Porto,110
189,191,541314-1,ASSOCIACAO DAS IRMAS MISSIONARIAS CAPUCHINHAS,AV  DA UNIVERSIDADE 1896  A BENFICA FORTALEZA - CE CEP:60020180,Católica Apostólica Romana,-3.734.638.899.999.990,-385.341.505,Benfica,Benfica,7
198,200,102079-0,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  RIBEIRAO NOVO 125  BARRA DO CEARÁ FORTALEZA - CE CEP:60331780,Outras religiosidades,-370.614,-385.770.029,Barra do Ceará,Barra do Ceará,6
199,201,297297-2,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,AV  BERNARDO MANUEL 12750  MONDUBIM FORTALEZA - CE CEP:60762704,Outras religiosidades,-38.294.311,-385.606.458,Mondubim,Mondubim,83
200,202,367850-4,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  MINAS GERAIS 300  BELA VISTA FORTALEZA - CE CEP:60441135,Outras religiosidades,-37.529.025,-385.631.195,Panamericano,Bela Vista,94
201,203,232843-7,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  MACEIO 1594  HENRIQUE JORGE FORTALEZA - CE CEP:60521105,Outras religiosidades,-37.654.309,-3.859.178,Henrique Jorge,Henrique Jorge,45
202,204,683869-3,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R GAL OTAVIO DA SILVA PARANHOS 385  LOTES08.09 JARDIM IRACEMA FORTALEZA - CE CEP:60341515,Outras religiosidades,-3.721.168.099.999.990,-385.859.481,Jardim Iracema,Jardim Iracema,21
203,205,219874-6,ASSOCIACAO DOS PREGADORES DO REINO DE DEUS,R  MARTINS CARVALHO 3200  21/22 GRANJA LISBOA FORTALEZA - CE CEP:60540182,Outras religiosidades,-3.789.533.399.999.990,-386.234.425,Granja Lisboa,Granja Lisboa,78
207,209,265015-0,ASSOCIACAO FACE DE CRISTO,R DR EDMILSON BARROS DE OLIVEIRA   SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60135520,Católica Apostólica Romana,-37.525.191,-384.952.076,São João do Tauape,Tauape,35
208,210,264746-0,ASSOCIACAO FACE DE CRISTO,R DR EDMILSON BARROS DE OLIVEIRA 191  LOTES_1.2.3.4.5_E_6_Q006 SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60135520,Católica Apostólica Romana,-375.366,-384.963.666,São João do Tauape,Tauape,35
209,211,284958-5,ASSOCIACAO JESUS E MARIA,R  MANUEL CASTELO BRANCO 368  MESSEJANA FORTALEZA - CE CEP:60840015,Católica Apostólica Romana,-38.320.845,-384.920.963,Messejana,Messejana,65
210,212,600676-0,ASSOCIACAO JESUS E MARIA,R  MANUEL CASTELO BRANCO 368  MESSEJANA FORTALEZA - CE CEP:60840015,Católica Apostólica Romana,-38.320.845,-384.920.963,Messejana,Messejana,65
211,213,169241-0,ASSOCIACAO LAR ESPIRITA MEIMEI,R  HILTON SANTOS 203  VARJOTA FORTALEZA - CE CEP:60175250,Espírita,-37.332.988,-38.485.447,Varjota,Varjota,36
220,222,554044-5,BAPTIST MID-MISSIONS DO BRASIL,R  NELSON COELHO 850  L-8Q-48 LAGOA REDONDA FORTALEZA - CE CEP:60831410,Evangélicas,-38.322.896,-3.846.184.849.999.990,Lagoa Redonda,Lagoa Redonda,63
223,225,164746-6,CASA DE NAZARE,R PDE JOAO PIAMARTA 458  BOM FUTURO FORTALEZA - CE CEP:60410315,Católica Apostólica Romana,-37.591.023,-385.420.896,Bom Futuro,Parreão,30
224,226,164745-8,CASA DE NAZARE,R PDE JOAO PIAMARTA 454  BOM FUTURO FORTALEZA - CE CEP:60410315,Católica Apostólica Romana,-37.590.833,-385.420.807,Bom Futuro,Parreão,30
225,227,164776-8,CASA DE NAZARE,R PDE JOAO PIAMARTA 465  PARREÃO FORTALEZA - CE CEP:60410315,Católica Apostólica Romana,-37.589.814,-385.417.621,Bom Futuro,Parreão,30
230,232,533786-0,CENTRO DE APOIO AO DESENVOLVIMENTO ESPIRITUAL,R BAR DE SOBRAL 831  MONTESE FORTALEZA - CE CEP:60420775,Espírita,-3.765.943.499.999.990,-3.855.647,Montese,Montese,103
231,233,18062-9,CENTRO DE EDUCACAO TECNICA E CULTURAL,R  NOGUEIRA ACIOLI 863  CENTRO FORTALEZA - CE CEP:60110140,Católica Apostólica Romana,-37.313.528,-38.517.017,Centro,Centro,10
232,234,6282-0,CENTRO ESPIRITA A SAMARITANA,R  JOSE FACANHA 648  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430005,Espírita,-3.752.039,-38.556.993,Rodolfo Teófilo,Rodolfo Teófilo,34
233,235,162550-0,CENTRO ESPIRITA ANTONIO ALVES DE LINHARES,AV PRO GOMES DE MATOS 955  PARREÃO FORTALEZA - CE CEP:60410357,Espírita,-37.613.084,-385.456.425,Jardim América,Parreão,30
236,238,19064-0,CENTRO ESPIRITA CASA DO CAMINHO,R  MOMBACA 157  ALDEOTA FORTALEZA - CE CEP:60160190,Espírita,-37.291.383,-385.135.065,Aldeota,Aldeota,2
241,243,277825-4,CENTRO ESPIRITA LAR DA DIVINA LUZ,R  JULIO LIMA 210  Q012 CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60822500,Espírita,-37.978.916,-385.039.005,Cidade dos Funcionários,Cidade dos Funcionários,54
242,244,606228-8,CENTRO ESPIRITA LAR DOS HUMILDES,R CON DE CASTRO 920  PARANGABA FORTALEZA - CE CEP:60720096,Espírita,-37.808.522,-385.698.044,Vila Peri,Parangaba,105
251,253,30710-6,COMUNIDADE CATOLICA MISSIONARIA UM NOVO CAMINHO,R  NUNES VALENTE 2160  DIONÍSIO TORRES FORTALEZA - CE CEP:60125071,Católica Apostólica Romana,-3.743.344,-385.061.239,Dionísio Torres,Dionísio Torres,14
252,254,802169-4,COMUNIDADE CATOLICA SHALOM,R  MARIA TOMASIA 72  B ALDEOTA FORTALEZA - CE CEP:60150170,Católica Apostólica Romana,-37.343.748,-385.013.508,Aldeota,Aldeota,2
253,255,19908-7,COMUNIDADE CATOLICA SHALOM,R  MARIA TOMASIA 72  ALDEOTA FORTALEZA - CE CEP:60150170,Católica Apostólica Romana,-37.343.748,-385.013.508,Aldeota,Aldeota,2
254,256,802168-6,COMUNIDADE CATOLICA SHALOM,R  MARIA TOMASIA 72  A ALDEOTA FORTALEZA - CE CEP:60150170,Católica Apostólica Romana,-37.343.748,-385.013.508,Aldeota,Aldeota,2
255,257,197900-0,COMUNIDADE CATOLICA VEU DE MARIA PARA JESUS,R  LUIS DE CASTRO 390  BONSUCESSO FORTALEZA - CE CEP:60520485,Católica Apostólica Romana,-37.777.652,-385.786.588,Bonsucesso,Bonsucesso,73
256,258,700043-0,COMUNIDADE CRISTA PEDRA ANGULAR,R  HONORINO MAIA 77  PARQUE SANTA MARIA FORTALEZA - CE CEP:60873000,Evangélicas,-38.505.311,-385.014.231,Ancuri,Parque Santa Maria,102
257,259,180117-1,COMUNIDADE EVANGELICA TEMPLO DOS PRINCIPES,R CAP ARAGAO 427  ALTO DA BALANÇA FORTALEZA - CE CEP:60851150,Evangélicas,-37.649.593,-385.144.916,Aerolândia,Alto da Balança,93
258,260,676591-2,COMUNIDADE EVANGELICA VERDADEIROS ADORADORES,AV  EDILSON BRASIL SOARES 1181  PARQUE MANIBURA FORTALEZA - CE CEP:60834005,Evangélicas,-37.888.177,-384.756.902,Edson Queiroz,Edson Queiroz,57
259,261,50771-7,CONFERENCIA DOS RELIGIOSOS DO BRASIL,R MAJ FACUNDO 1621  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60025101,Católica Apostólica Romana,-37.371.025,-385.308.628,Centro,José Bonifácio,23
260,262,48403-2,CONFERENCIA NACIONAL DOS BISPOS DO BRASIL,AV  FELINO BARROSO 405  FÁTIMA FORTALEZA - CE CEP:60050130,Católica Apostólica Romana,-37.461.725,-385.280.564,Fátima,Fátima,16
261,263,319284-9,CONGREGACAO CRISTA NO BRASIL,R  DAS PEDRINHAS (GENIBAU) 1211  GENIBAÚ FORTALEZA - CE CEP:60534030,Evangélicas,-37.581.727,-385.995.937,Genibaú,Genibaú,44
262,264,188822-6,CONGREGACAO CRISTA NO BRASIL,R  ANTONIO IVO 1438  JOÃO XXIII FORTALEZA - CE CEP:60525280,Evangélicas,-37.684.603,-3.858.580.070.000.000,João XXIII,João XXIII,46
263,265,177418-2,CONGREGACAO CRISTA NO BRASIL,R TEN WILSON 179  A ALTO DA BALANÇA FORTALEZA - CE CEP:60850810,Evangélicas,-37.696.462,-385.154.556,Aerolândia,Alto da Balança,93
264,266,723745-6,CONGREGACAO CRISTA NO BRASIL,R PAT SAMUEL MUNGUBA 1000  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430372,Evangélicas,-37.474.824,-38.549.578,Rodolfo Teófilo,Rodolfo Teófilo,34
265,267,304203-0,CONGREGACAO CRISTA NO BRASIL,R  CODO 125  JANGURUSSU FORTALEZA - CE CEP:60870430,Evangélicas,-3.847.592,-38.521.463,Jangurussu,Conjunto Palmeiras,117
266,268,8668-1,CONGREGACAO CRISTA NO BRASIL,R PASTOR SAMUEL MUNGUBA 1000  A RODOLFO TEÓFILO FORTALEZA - CE CEP:60430372,Evangélicas,-37.474.824,-38.549.578,Rodolfo Teófilo,Rodolfo Teófilo,34
267,269,123140-5,CONGREGACAO CRISTA NO BRASIL,R  ALBERTO FERREIRA 1513  JARDIM IRACEMA FORTALEZA - CE CEP:60341140,Evangélicas,-37.278.556,-385.836.907,Jardim Iracema,Jardim Iracema,21
268,270,472479-8,CONGREGACAO CRISTA NO BRASIL,R DR JOAO AMORA 541  MANOEL SÁTIRO FORTALEZA - CE CEP:60713300,Evangélicas,-38.001.498,-385.792.739,Manuel Sátiro,Manoel Sátiro,81
269,271,354109-6,CONGREGACAO CRISTA NO BRASIL,AV  MOZART PINHEIRO DE LUCENA 2705  QUINTINO CUNHA FORTALEZA - CE CEP:60352645,Evangélicas,-37.283.684,-385.983.858,Vila Velha,Quintino Cunha,48
270,272,309530-4,CONGREGACAO CRISTA NO BRASIL,R  ANTONIO IVO 1440  JOÃO XXIII FORTALEZA - CE CEP:60525280,Evangélicas,-3.768.689,-3.858.567.499.999.990,João XXIII,João XXIII,46
271,273,415150-0,CONGREGACAO CRISTA NO BRASIL,R  LUIZA MIRANDA COELHO 200  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811110,Evangélicas,-37.720.156,-384.949.269,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
272,274,294505-3,CONGREGACAO CRISTA NO BRASIL,R DR JOAO AMORA 647  MANOEL SÁTIRO FORTALEZA - CE CEP:60713300,Evangélicas,-38.000.353,-385.793.762,Manuel Sátiro,Manoel Sátiro,81
273,275,914158-8,CONGREGACAO CRISTA NO BRASIL,R  RIBEIRAO NOVO 137  BARRA DO CEARÁ FORTALEZA - CE CEP:60331780,Evangélicas,-3.706.716,-385.773.401,Barra do Ceará,Barra do Ceará,6
274,276,188785-8,CONGREGACAO CRISTA NO BRASIL,R  NOEL ROSA 1801  JOÃO XXIII FORTALEZA - CE CEP:60525310,Evangélicas,-37.683.826,-3.858.623.590.000.000,Henrique Jorge,João XXIII,46
275,277,281966-0,CONGREGACAO CRISTA NO BRASIL,R  TRAJANO DE MORAIS 1010  PASSARÉ FORTALEZA - CE CEP:60861710,Evangélicas,-38.177.923,-385.257.001,Passaré,Passaré,88
276,278,271621-6,CONGREGACAO CRISTA NO BRASIL,AV TEN JOSE NEWTON 513  MESSEJANA FORTALEZA - CE CEP:60841250,Evangélicas,-38.270.294,-384.918.415,Messejana,Messejana,65
277,279,296920-3,CONGREGACAO CRISTA NO BRASIL,R TEN MATIAS PEIXOTO 120  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60760090,Evangélicas,-38.363.204,-385.623.695,Prefeito José Walter,Prefeito José Walter,89
278,280,211998-6,CONGREGACAO CRISTA NO BRASIL,R  EDSON MARTINS 910  GRANJA LISBOA FORTALEZA - CE CEP:60543454,Evangélicas,-37.900.923,-385.999.615,Bom Jardim,Bom Jardim,72
279,281,177419-0,CONGREGACAO CRISTA NO BRASIL,R TEN WILSON 179  ALTO DA BALANÇA FORTALEZA - CE CEP:60850810,Evangélicas,-37.696.462,-385.154.556,Aerolândia,Alto da Balança,93
283,286,3559-9,CONGREGACAO DAS IRMAS DE SANTA ELISABETE,R  VINICIUS DE MORAES 100  SÃO GERARDO FORTALEZA - CE CEP:60325120,Católica Apostólica Romana,-37.314.261,-385.554.649,São Gerardo,São Gerardo,1
284,287,254552-7,CONGREGACAO DAS IRMAS DOS ANJOS,R CON LIMA SUCUPIRA 609  SERRINHA FORTALEZA - CE CEP:60741255,Católica Apostólica Romana,-3.778.279.999.999.990,-38.551.089,Serrinha,Serrinha,107
295,298,297684-6,CONGREGACAO PENIEL DE FORTALEZA,R  ALZIRA PARENTE 380  LAGOA REDONDA FORTALEZA - CE CEP:60000000,Outras religiosidades,-3.826.968.399.999.990,-384.546.425,Lagoa Redonda,Lagoa Redonda,63
296,299,50987-6,CONGREGACAO PENIEL DE FORTALEZA,R  DA ASSUNCAO 939  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60050011,Outras religiosidades,-37.382.995,-385.296.364,José Bonifacio,José Bonifácio,23
297,300,210265-0,CONGREGACAO REDENTORISTA DO NORTE DO BRASIL,R  TRES DE MAIO 1299  BELA VISTA FORTALEZA - CE CEP:60442202,Católica Apostólica Romana,-37.484.481,-385.653.153,Bela Vista,Bela Vista,94
298,301,8585-5,CONGREGACAO REDENTORISTA DO NORTE DO BRASIL,R  FRANCISCA CLOTILDE 680  RODOLFO TEÓFILO FORTALEZA - CE CEP:60431072,Católica Apostólica Romana,-37.434.977,-385.539.061,Rodolfo Teófilo,Rodolfo Teófilo,34
359,362,30119-1,CONSELHO PAROQUIAL NOSSA SENHORA DE FATIMA,R  MARIO MAMEDE 750  FÁTIMA FORTALEZA - CE CEP:60415000,Católica Apostólica Romana,-37.528.981,-385.269.777,Fátima,Fátima,16
364,367,403574-7,DISTRITO DA IGREJA EVANGELICA WESLEYANA DO CEARA,R  HIL MORAES 130  EDSON QUEIROZ FORTALEZA - CE CEP:60811760,Evangélicas,-3.775.467,-38.476.712,Edson Queiroz,Edson Queiroz,57
365,368,204958-9,DISTRITO DA IGREJA EVANGELICA WESLEYANA DO CEARA,R  MARIO DE ANDRADE 1225  BELA VISTA FORTALEZA - CE CEP:60442132,Evangélicas,-37.484.521,-385.642.745,Bela Vista,Bela Vista,94
366,369,343464-8,DISTRITO DA IGREJA EVANGELICA WESLEYANA DO CEARA,AV ENG ALBERTO SA 80  PAPICU FORTALEZA - CE CEP:60175395,Evangélicas,-37.331.029,-384.822.203,Papicu,Papicu,27
368,371,45027-8,ESCOLA SAO RAFAEL 1 E 2 GRAUS,AV  DO IMPERADOR   SN FARIAS BRITO FORTALEZA - CE CEP:60015052,Católica Apostólica Romana,-37.356.638,-385.368.396,Farias Brito,Benfica,7
371,374,67648-9,FEDERACAO ESPIRITA DO ESTADO DO CEARA FEEC,R PRC ISABEL 255  CENTRO FORTALEZA - CE CEP:60015060,Espírita,-37.231.784,-385.343.146,Centro,Centro,10
376,379,51749-6,FRATERNIDADE DA ORDEM FRANCISCANA SECULAR OFS,R BAR DE ARATANHA 499  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60050071,Católica Apostólica Romana,-37.373.565,-385.276.255,José Bonifacio,José Bonifácio,23
378,381,508813-5,GRUPO DE RENOVACAO ESPIRITUAL ALLAN KARDEK,R  JOSE LUCAS 952  MONDUBIM FORTALEZA - CE CEP:60760305,Espírita,-38.363.465,-385.636.242,Planalto Ayrton Senna,Planalto Ayrton Senna,115
379,382,500526-4,GRUPO ESPIRITA AVE LUZ,R  A (CJ NOVA FORTALEZA)   Q-06 L-26 JANGURUSSU FORTALEZA - CE CEP:60868858,Espírita,-38.352.441,-385.184.192,Jangurussu,Jangurussu,61
380,383,500527-2,GRUPO ESPIRITA AVE LUZ,R  A (CJ NOVA FORTALEZA) 1510  JANGURUSSU FORTALEZA - CE CEP:60868858,Espírita,-38.338.093,-385.235.912,Jangurussu,Jangurussu,61
381,384,257382-2,GRUPO ESPIRITA BEM-VINDO A CARIDADE,R  ROSA CRUZ 1033  PARTESDOSLOTES79E81 MARAPONGA FORTALEZA - CE CEP:60711735,Espírita,-3.796.853,-385.740.262,Maraponga,Maraponga,82
382,385,537153-8,GRUPO ESPIRITA HORIZONTES DA VIDA-GEHV,R  JOSE CAMELO 32  PARANGABA FORTALEZA - CE CEP:60740750,Espírita,-37.791.196,-385.558.546,Parangaba,Parangaba,105
383,386,22774-9,GRUPO ESPIRITA PAULO E ESTEVAO,TV PDE ANTONINO 451  JOAQUIM TÁVORA FORTALEZA - CE CEP:60110480,Espírita,-37.442.771,-38.520.238,Joaquim Távora (Fortaleza),Joaquim Távora,22
384,387,262637-3,GRUPO ESPIRITA PAULO E ESTEVAO,R  LUIZA MIRANDA COELHO 743  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811110,Espírita,-3.773.943,-384.899.611,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
385,388,59024-0,GRUPO ESPIRITA RAIO DE SOL,AV  F (CONJ. PREF. JOSE WALTER) 421  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750050,Espírita,-38.357.103,-385.577.469,Prefeito José Walter,Prefeito José Walter,89
386,389,479068-5,I IGREJA BATISTA EM SAO CRISTOVAO,AV GOV LEONEL BRIZOLA 873  JANGURUSSU FORTALEZA - CE CEP:60866190,Evangélicas,-3.832.019,-385.254.094,Jangurussu,Jangurussu,61
388,391,456623-8,IGREJA ASSEMBLEIA DE DEUS MINISTERIO FILADELFIA,AV  20 DE JANEIRO 1740  BARRA DO CEARÁ FORTALEZA - CE CEP:60331200,Evangélicas,-37.052.549,-385.817.157,Barra do Ceará,Barra do Ceará,6
389,392,116531-3,IGREJA ASSEMBLEIA DE DEUS NOVO VIVER,AV  C (CONJ. CEARA II) 535  CONJUNTO CEARÁ I FORTALEZA - CE CEP:60533613,Evangélicas,-37.695.286,-386.136.731,Conjunto Ceará II,Conjunto Ceará II,75
390,395,278461-0,IGREJA AVIVAMENTO PENTECOSTAL DA BIBLIA,R  TIBURCIO PEREIRA 614  CAJAZEIRAS FORTALEZA - CE CEP:60864260,Evangélicas,-37.991.802,-385.090.911,Cajazeiras,Cajazeiras,52
391,396,146538-4,IGREJA BATISTA AGAPE,R  DAMIAO FERNANDES 540  AMADEU FURTADO FORTALEZA - CE CEP:60455600,Evangélicas,-3.744.355,-38.560.213,Amadeu Furtado,Amadeu Furtado,4
392,397,643635-8,IGREJA BATISTA AGAPE,R PRO LINO ENCARNACAO 960  AMADEU FURTADO FORTALEZA - CE CEP:60455515,Evangélicas,-37.439.945,-385.602.233,Amadeu Furtado,Amadeu Furtado,4
393,398,276020-7,IGREJA BATISTA ALVORADA,R GAL CASTELO BRANCO 97  PARQUE MANIBURA FORTALEZA - CE CEP:60733680,Evangélicas,-3.791.092.899.999.990,-384.912.998,Cidade dos Funcionários,Parque Manibura,67
394,399,54232-6,IGREJA BATISTA ALVORADA,AV PDE ANTONIO TOMAS 2127  ALDEOTA FORTALEZA - CE CEP:60140155,Evangélicas,-37.420.835,-384.929.811,Aldeota,Aldeota,2
395,400,54233-4,IGREJA BATISTA ALVORADA,AV PDE ANTONIO TOMAS 2111  ALDEOTA FORTALEZA - CE CEP:60140155,Evangélicas,-37.420.323,-384.931.398,Aldeota,Aldeota,2
396,401,180271-2,IGREJA BATISTA BEREIANA,R CAP VASCONCELOS 347  ALTO DA BALANÇA FORTALEZA - CE CEP:60851225,Evangélicas,-3.765.209.899.999.990,-385.169.955,Alto da Balança,Alto da Balança,93
397,402,460927-1,IGREJA BATISTA CENTRAL DE FORTALEZA,R  DO CRUZEIRO 401  ANCURI FORTALEZA - CE CEP:60874230,Evangélicas,-38.683.475,-385.027.304,Ancuri,Ancuri,50
398,403,159807-4,IGREJA BATISTA DA FE,R IR BAZET 853  MONTESE FORTALEZA - CE CEP:60420670,Evangélicas,-3.765.609,-385.501.113,Montese,Montese,103
399,404,159829-5,IGREJA BATISTA DA FE,R  ALAN KARDEC 888  MONTESE FORTALEZA - CE CEP:60420630,Evangélicas,-37.652.135,-385.497.831,Montese,Montese,103
401,406,231414-2,IGREJA BATISTA DE MONTESE,R BAR DE SOBRAL 147  MONTESE FORTALEZA - CE CEP:60420775,Evangélicas,-37.683.404,-385.518.201,Montese,Montese,103
402,407,182871-1,IGREJA BATISTA DE MUCURIPE,R  CORREGO DAS FLORES 73  VICENTE PINZON FORTALEZA - CE CEP:60175480,Evangélicas,-37.253.446,-38.479.925,Vicente Pinzon,Vicente Pinzón,37
404,409,277471-2,IGREJA BATISTA DO CALVARIO DE FORTALEZA,R CON BRAVEZA 875  LT 08 QUA 34 CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60822815,Evangélicas,-3.798.073.699.999.990,-384.974.136,Cidade dos Funcionários,Cidade dos Funcionários,54
405,410,255255-8,IGREJA BATISTA DO CORDEIRO,R  BARBA ALARDO 565  SERRINHA FORTALEZA - CE CEP:60741040,Evangélicas,-3.781.244.999.999.990,-38.551.083,Serrinha,Serrinha,107
406,411,113836-7,IGREJA BATISTA EL SHADAI,R  327 (CONJ. CEARA II) 115  CONJUNTO CEARÁ II FORTALEZA - CE CEP:60530690,Evangélicas,-3.771.673.299.999.990,-386.131.372,Conjunto Ceará II,Conjunto Ceará II,75
407,412,165508-6,IGREJA BATISTA EMANUEL,R  NEREU RAMOS 880  PARANGABA FORTALEZA - CE CEP:60721110,Evangélicas,-37.836.865,-3.857.441.439.999.990,Vila Peri,Parangaba,105
408,413,390237-4,IGREJA BATISTA ESPERANCA,R  106 (CONJ.ESPERANCA) 226  CONJUNTO ESPERANÇA FORTALEZA - CE CEP:60763550,Evangélicas,-38.130.984,-385.906.048,Conjunto Esperança,Conjunto Esperança,76
410,415,88465-0,IGREJA BATISTA LUZ DO MUNDO,R  A (LOTEAMENTO COLINA) 75  DE LOURDES FORTALEZA - CE CEP:60177450,Evangélicas,-37.554.052,-384.551.518,Manuel Dias Branco,Manuel Dias Branco,112
411,416,88466-9,IGREJA BATISTA LUZ DO MUNDO,R  A (LOTEAMENTO COLINA) 53  Q002_L014 DE LOURDES FORTALEZA - CE CEP:60177450,Evangélicas,-37.554.052,-384.551.518,Manuel Dias Branco,Manuel Dias Branco,112
