,Unnamed: 0,inscricao,razao_social,end,categoria,lat_gMaps,lng_gMaps,bairro_gMaps,bairro_name,bairro_GID
636,645,177100-0,IGREJA PRESBITERIANA DA AEROLANDIA,R CAP OLAVO 1001  AEROLÂNDIA FORTALEZA - CE CEP:60850685,Evangélicas,-3.770941,-38.5145942,Aerolândia,Aerolândia,91
641,650,5211-6,IGREJA PRESBITERIANA DE MONTE CASTELO,R PDE FROTA 766  SÃO GERARDO FORTALEZA - CE CEP:60325160,Evangélicas,-3.7314993,-38.5491472,Monte Castelo,São Gerardo,1
642,651,5214-0,IGREJA PRESBITERIANA DE MONTE CASTELO,R PDE FROTA 788  SÃO GERARDO FORTALEZA - CE CEP:60325160,Evangélicas,-3.7317087,-38.5490857,Monte Castelo,São Gerardo,1
643,652,14763-0,IGREJA PRESBITERIANA DO BRASIL EM JARDIM AMERICA IPBJA,R  JULIO CESAR 593  JARDIM AMÉRICA FORTALEZA - CE CEP:60410505,Evangélicas,-3.7493303,-38.541957,Jardim América,Jardim América,19
644,653,515581-9,IGREJA PRESBITERIANA DO CONJ J. WALTER,R  41 (CONJ. RESID. PREF. JOSE WALTER) 511  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750550,Evangélicas,-3.833418399999999,-38.558725,Prefeito José Walter,Prefeito José Walter,89
645,654,234857-8,IGREJA PRESBITERIANA INDEP DE HEN JORGE,AV  AUDIZIO PINHEIRO 365  DOM LUSTOSA FORTALEZA - CE CEP:60526025,Evangélicas,-3.756105,-38.587259,Dom Lustosa,Dom Lustosa,43
679,688,45405-2,INSTITUICAO RELIGIOSA PERFECT LIBERT,R  ANTONIO POMPEU 999  BENFICA FORTALEZA - CE CEP:60040001,Outras religiosidades,-3.7344002,-38.53263219999999,Centro,Benfica,7
687,696,327330-0,INSTITUTO HESED D IR E IRMAS DA S CRUZ BAV MA DO M CARMELO,AV  DIONISIO ALENCAR   VAZIO JANGURUSSU FORTALEZA - CE CEP:60870576,Católica Apostólica Romana,-3.8497649,-38.5042676,Jangurussu,Jangurussu,61
688,697,322294-2,INSTITUTO HESED D IR E IRMAS DA S CRUZ BAV MA DO M CARMELO,AV  DIONISIO ALENCAR 1443  JANGURUSSU FORTALEZA - CE CEP:60873073,Católica Apostólica Romana,-3.8471575,-38.502792,Ancuri,Parque Santa Maria,102
695,704,79469-4,IRMANDADE BENEF DA SANTA CASA DA MISERICORDIA DE FORTALEZA,R BAR DO RIO BRANCO 20  CENTRO FORTALEZA - CE CEP:60025060,Católica Apostólica Romana,-3.7224303,-38.527605,Centro,Centro,10
696,705,67821-0,IRMANDADE BENEF DA SANTA CASA DA MISERICORDIA DE FORTALEZA,R  TERESA CRISTINA 37  CENTRO FORTALEZA - CE CEP:60015140,Católica Apostólica Romana,-3.7209899,-38.5348193,Centro,Centro,10
697,706,228569-0,IRMANDADE BENEF DA SANTA CASA DA MISERICORDIA DE FORTALEZA,AV  JOAO PESSOA 6600  PARANGABA FORTALEZA - CE CEP:60721340,Católica Apostólica Romana,-3.767857899999999,-38.5608386,Parangaba,Parangaba,105
698,708,353125-2,JORGE LUIZ ALBUQUERQUE ARRUDA,R  IV (CIDADE OESTE)   L033 Q004 QUINTINO CUNHA FORTALEZA - CE CEP:60351580,Sem Definição,-3.726094,-38.602103,Quintino Cunha,Quintino Cunha,48
699,709,260889-8,JOSE ITALO RODRIGUES SANTIAGO,R  ATAULFO ALVES 326 LOTE 09_Q-_25_JD_DAS_OLIVEIRAS JARDIM DAS OLIVEIRAS FORTALEZA - CE CEP:60821460,Sem Definição,-3.7842679,-38.4973109,Jardim Das Oliveiras,Jardim das Oliveiras,62
703,713,336495-0,LECTORIUM ROSICRUCIANUN,R  DOS MAIAS (ENGENHEIRO LUCIANO CAVALCANTE) 750  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60813805,Outras religiosidades,-3.7858399,-38.4936559,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
704,714,450468-2,LECTORIUM ROSICRUCIANUN,R  DOS MAIAS (ENGENHEIRO LUCIANO CAVALCANTE) 90  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60813805,Outras religiosidades,-3.7847645,-38.4935951,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
705,715,666568-3,LECTORIUM ROSICRUCIANUN,R  CLEITON HELAIDE PIMENTA   TERRENO INTERNO VAZIO ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60821410,Outras religiosidades,-3.784073,-38.4951827,Luciano Cavalcante,Jardim das Oliveiras,62
708,718,42817-5,MARIA ERINEIDE FERNANDES,R SEN CATUNDA 100  BENFICA FORTALEZA - CE CEP:60015320,Sem Definição,-3.739883899999999,-38.5361741,Benfica,Benfica,7
718,728,557435-8,MISSIONARIAS DE SANTA TEREZINHA,R  ODORICO MORAIS 906  CARLITO PAMPLONA FORTALEZA - CE CEP:60310350,Sem Definição,-3.7152539,-38.5533112,Jacarecanga,Carlito Pamplona,9
719,729,84994-4,MISSIONARIAS DE SANTA TEREZINHA,R STA ROSA 579  CARLITO PAMPLONA FORTALEZA - CE CEP:60311420,Sem Definição,-3.7152285,-38.5534958,Carlito Pamplona,Carlito Pamplona,9
720,730,167179-0,MITRA ARQUID.DE FORTALEZA DE VL.BETANIA,R  THOMAS EDISON 849  PARANGABA FORTALEZA - CE CEP:60740745,Católica Apostólica Romana,-3.7812689,-38.5551367,Parangaba,Parangaba,105
721,731,29876-0,MITRA ARQUIDIOCESANA DE FORT. PAQ. NOSSA SENHORA DE FATIMA,EST  FERRO MUCURIPE   SN SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60130550,Católica Apostólica Romana,-3.7609568,-38.5117843,São João do Tauape,Tauape,35
746,756,48129-7,ORDEM DA IMAC C BENAVENT V MARIA,AV VIS DO RIO BRANCO 2590  FÁTIMA FORTALEZA - CE CEP:60055364,Católica Apostólica Romana,-3.7434974,-38.5226162,Fátima,Fátima,16
760,770,4811-9,PARÓQUIA SENHOR DO BONFIM,R  CONRADO CABRAL 648  MONTE CASTELO FORTALEZA - CE CEP:60325645,Católica Apostólica Romana,-3.7305138,-38.5498036,Monte Castelo,São Gerardo,1
767,778,139193-3,PRIMEIRA IGREJA BIBLICA INDEPENDENTE DE FORTALEZA,R  GOIS MONTEIRO 437  PADRE ANDRADE FORTALEZA - CE CEP:60356322,Evangélicas,-3.7339678,-38.5789459,Padre Andrade,Padre Andrade,47
771,782,96268-6,PROVINCIA SAO FRANCISCO DAS CHAGAS CEARA E PIAUI,R NSA DAS GRACAS 526  PIRAMBÚ FORTALEZA - CE CEP:60310770,Católica Apostólica Romana,-3.710071499999999,-38.55313690000001,Pirambu,Pirambu,31
779,790,83774-1,SEGUNDA IGREJA PREBISTERIANA DE FORTALEZA,AV  FRANCISCO SA 2828  CARLITO PAMPLONA FORTALEZA - CE CEP:60310052,Evangélicas,-3.7193399,-38.5509318,Barra do Ceará,Carlito Pamplona,9
784,796,215332-7,SOCIEDADE EDUCACAO E CARIDADE,R  NEREIDE 300  GRANJA PORTUGAL FORTALEZA - CE CEP:60540685,Sem Definição,-3.7894414,-38.5921526,Granja Portugal,Granja Portugal,79
786,798,584099-6,SOCIEDADE ESPIRITA IRMAO GERARDO - S.E.I.G,R  IRINEU DE SOUSA 500  CRISTO REDENTOR FORTALEZA - CE CEP:60337180,Espírita,-3.709846,-38.5706161,Álvaro Weyne,Cristo Redentor,12
792,804,144772-6,UNIAO MISS DOS ADV DO SET DIA M R NO BR,R  ERICO MOTA 1275  AMADEU FURTADO FORTALEZA - CE CEP:60455495,Evangélicas,-3.7488641,-38.5601598,Amadeu Furtado,Amadeu Furtado,4
793,805,144771-8,UNIAO MISS DOS ADV DO SET DIA M R NO BR,R  ERICO MOTA 1275  A AMADEU FURTADO FORTALEZA - CE CEP:60455495,Evangélicas,-3.7488641,-38.5601598,Amadeu Furtado,Amadeu Furtado,4
794,806,237371-8,UNIAO NE BRASILEIRA DA IGREJA ADVENTISTA DOS DIA,R TEN QUEIROS 610  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360170,Evangélicas,-3.745015499999999,-38.591534,Antônio Bezerra,Antônio Bezerra,40
800,812,330192-3,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  ANTONIO MONTEIRO 789  PARQUE SANTA ROSA FORTALEZA - CE CEP:60762742,Evangélicas,-3.81925,-38.596476,Parque Santa Rosa (Apolo XI),Parque Santa Rosa,87
801,813,613728-8,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PRO VICENTE SILVEIRA 661  VILA UNIÃO FORTALEZA - CE CEP:60410672,Evangélicas,-3.767169999999999,-38.5387285,Vila União,Vila União,109
802,814,307048-4,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  NUNES VALENTE 3050  DIONÍSIO TORRES FORTALEZA - CE CEP:60125071,Evangélicas,-3.7509879,-38.5086831,Dionísio Torres,Dionísio Torres,14
803,815,4321-4,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PDE ANCHIETA 1111  SÃO GERARDO FORTALEZA - CE CEP:60325582,Evangélicas,-3.7299087,-38.5516908,Jacarecanga,São Gerardo,1
804,816,427957-3,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R MIN ANTONIO COELHO 305  VILA VELHA FORTALEZA - CE CEP:60347230,Evangélicas,-3.7148376,-38.5911467,Vila Velha,Vila Velha,39
805,817,42707-1,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,AV  DA UNIVERSIDADE 2083  BENFICA FORTALEZA - CE CEP:60020180,Evangélicas,-3.7362348,-38.5346708,Benfica,Benfica,7
806,818,82868-8,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R CAP NESTOR GOIS 60  VILA ELLERY FORTALEZA - CE CEP:60320380,Evangélicas,-3.7202764,-38.56226789999999,Bairro Ellery,Ellery,38
807,819,255082-2,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  JAPI 391  SERRINHA FORTALEZA - CE CEP:60741420,Evangélicas,-3.7842541,-38.5467357,Serrinha,Serrinha,107
808,820,42708-0,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,AV  DA UNIVERSIDADE 2083  BENFICA FORTALEZA - CE CEP:60020180,Evangélicas,-3.7362348,-38.5346708,Benfica,Benfica,7
809,821,613729-6,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PRO VICENTE SILVEIRA 657  VILA UNIÃO FORTALEZA - CE CEP:60410672,Evangélicas,-3.766971,-38.538649,Vila União,Vila União,109
810,822,311789-8,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  GUANABARA 621  PAN AMERICANO FORTALEZA - CE CEP:60440135,Evangélicas,-3.7565248,-38.5686279,Demócrito Rocha,Panamericano,104
811,823,209032-5,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,AV SEN FERNANDES TAVORA 471  JÓQUEI CLUBE FORTALEZA - CE CEP:60510111,Evangélicas,-3.7650093,-38.5773876,Henrique Jorge,Jóquei Clube,101
812,824,27162-4,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PRO VICENTE SILVEIRA 661  VILA UNIÃO FORTALEZA - CE CEP:60410672,Evangélicas,-3.767169999999999,-38.5387285,Vila União,Vila União,109
813,825,347059-8,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  VII (CIDADE OESTE) 178  QUINTINO CUNHA FORTALEZA - CE CEP:60351770,Evangélicas,-3.728697899999999,-38.6023923,Quintino Cunha,Quintino Cunha,48
